DEB [20191218-10:36:33.462] thr=1   paramiko.transport: starting thread (client mode): 0x861b6400
DEB [20191218-10:40:14.017] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:40:14.017] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:40:14.017] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:40:14.018] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:40:14.018] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:40:14.018] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:40:14.096] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:40:14.099] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:40:14.101] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:40:14.101] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:40:14.182] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:40:14.225] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:40:14.226] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:40:14.251] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:40:14.251] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:40:14.316] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:40:14.316] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:40:14.342] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:40:14.368] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:40:14.368] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:40:14.393] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:40:14.417] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:40:14.442] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:40:14.547] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:40:14.572] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
DEB [20191218-10:45:05.827] thr=1   paramiko.transport: starting thread (client mode): 0x97506130
DEB [20191218-10:45:05.828] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-10:45:05.854] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-10:45:05.854] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-10:45:05.878] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:45:05.879] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:45:05.879] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:45:05.879] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:45:05.879] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:45:05.879] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:45:05.953] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:45:05.954] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:45:05.955] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:45:05.955] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:45:06.038] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:45:06.073] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:45:06.073] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:45:06.129] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:45:06.129] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:45:06.196] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:45:06.196] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:45:06.221] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:45:06.246] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:45:06.246] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:45:06.272] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:45:06.298] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:45:06.323] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:45:06.429] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:45:06.455] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-10:45:06.479] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-10:45:06.479] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-11:03:01.962] thr=1   paramiko.transport: starting thread (client mode): 0xd2f31130
DEB [20191218-11:03:01.962] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-11:03:01.990] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-11:03:01.990] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-11:03:02.013] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-11:03:02.013] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-11:03:02.013] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-11:03:02.013] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-11:03:02.014] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-11:03:02.014] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-11:03:02.086] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-11:03:02.086] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-11:03:02.086] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-11:03:02.086] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-11:03:02.172] thr=1   paramiko.transport: userauth is OK
INF [20191218-11:03:02.206] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-11:03:02.207] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-11:03:02.260] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-11:03:02.260] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-11:03:02.323] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-11:03:02.323] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-11:03:02.348] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-11:03:02.372] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-11:03:02.372] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-11:03:02.396] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-11:03:02.420] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-11:03:02.444] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-11:03:02.543] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-11:03:02.569] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-11:03:02.596] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-11:03:02.596] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-11:03:44.635] thr=1   paramiko.transport: starting thread (client mode): 0x46f1130
DEB [20191218-11:03:44.635] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-11:03:44.662] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-11:03:44.662] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-11:03:44.685] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-11:03:44.685] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-11:03:44.685] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-11:03:44.685] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-11:03:44.685] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-11:03:44.685] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-11:03:44.756] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-11:03:44.756] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-11:03:44.756] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-11:03:44.756] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-11:03:44.838] thr=1   paramiko.transport: userauth is OK
INF [20191218-11:03:44.873] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-11:03:44.874] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-11:03:44.897] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-11:03:44.897] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-11:03:44.963] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-11:03:44.964] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-11:03:44.989] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-11:03:45.012] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-11:03:45.013] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-11:03:45.036] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-11:03:45.060] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-11:03:45.083] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-11:03:45.182] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-11:03:45.206] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-11:03:45.230] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-11:03:45.230] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-11:04:50.431] thr=1   paramiko.transport: starting thread (client mode): 0x43ae6130
DEB [20191218-11:04:50.432] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-11:04:50.459] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-11:04:50.459] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-11:04:50.482] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-11:04:50.482] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-11:04:50.482] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-11:04:50.482] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-11:04:50.482] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-11:04:50.483] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-11:04:50.554] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-11:04:50.555] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-11:04:50.555] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-11:04:50.555] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-11:04:50.642] thr=1   paramiko.transport: userauth is OK
INF [20191218-11:04:50.677] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-11:04:50.678] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-11:04:50.701] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-11:04:50.701] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-11:04:50.767] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-11:04:50.767] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-11:04:50.791] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-11:04:50.815] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-11:04:50.815] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-11:04:50.840] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-11:04:50.864] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-11:04:50.889] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-11:04:50.988] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-11:04:51.012] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-11:04:51.035] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-11:04:51.035] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-11:09:10.986] thr=1   paramiko.transport: starting thread (client mode): 0xe8451130
DEB [20191218-11:09:10.987] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-11:09:11.014] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-11:09:11.014] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-11:09:11.037] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-11:09:11.038] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-11:09:11.038] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-11:09:11.038] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-11:09:11.038] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-11:09:11.039] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-11:09:11.111] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-11:09:11.112] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-11:09:11.114] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-11:09:11.114] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-11:09:11.196] thr=1   paramiko.transport: userauth is OK
INF [20191218-11:09:11.231] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-11:09:11.231] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-11:09:11.260] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-11:09:11.260] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-11:09:11.323] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-11:09:11.323] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-11:09:11.348] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-11:09:11.372] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-11:09:11.373] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-11:09:11.398] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-11:09:11.423] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-11:09:11.448] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-11:09:11.548] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-11:09:11.573] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-11:09:11.599] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-11:09:11.599] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-11:09:21.262] thr=1   paramiko.transport: starting thread (client mode): 0xdbe41130
DEB [20191218-11:09:21.262] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-11:09:21.289] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-11:09:21.290] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-11:09:21.312] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-11:09:21.312] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-11:09:21.313] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
